type,identifier,identifier_type
EligibilityList::Childminder,139683,urn
EligibilityList::Childminder,2513522,urn
EligibilityList::Childminder,EY457908,urn
EligibilityList::Childminder,149058,urn
EligibilityList::Childminder,EY437640,urn
EligibilityList::Childminder,EY393073,urn
EligibilityList::Childminder,EY543633,urn
EligibilityList::Childminder,EY471835,urn
EligibilityList::Childminder,502888,urn
EligibilityList::Childminder,EY260143,urn
EligibilityList::Childminder,318208,urn
EligibilityList::Childminder,EY231663,urn
EligibilityList::Childminder,EY501837,urn
EligibilityList::Childminder,130198,urn
EligibilityList::Childminder,308257,urn
EligibilityList::Childminder,EY448689,urn
EligibilityList::Childminder,EY362916,urn
EligibilityList::Childminder,EY359301,urn
EligibilityList::Childminder,510975,urn
EligibilityList::Childminder,110865,urn
EligibilityList::Childminder,EY459938,urn
EligibilityList::Childminder,EY482796,urn
EligibilityList::Childminder,EY308115,urn
EligibilityList::Childminder,EY419839,urn
EligibilityList::Childminder,EY276785,urn
EligibilityList::Childminder,EY284637,urn
EligibilityList::Childminder,EY460987,urn
EligibilityList::Childminder,2539426,urn
EligibilityList::Childminder,EY538172,urn
EligibilityList::Childminder,EY537395,urn
EligibilityList::Childminder,EY466235,urn
EligibilityList::Childminder,EY276154,urn
EligibilityList::Childminder,111403,urn
EligibilityList::Childminder,2685372,urn
EligibilityList::Childminder,EY463325,urn
EligibilityList::Childminder,EY469266,urn
EligibilityList::Childminder,EY299639,urn
EligibilityList::Childminder,EY493379,urn
EligibilityList::Childminder,2643123,urn
EligibilityList::Childminder,2647005,urn
EligibilityList::Childminder,EY497823,urn
EligibilityList::Childminder,145238,urn
EligibilityList::Childminder,EY455973,urn
EligibilityList::Childminder,EY362677,urn
EligibilityList::Childminder,EY480399,urn
EligibilityList::Childminder,EY361209,urn
EligibilityList::Childminder,EY497367,urn
EligibilityList::Childminder,153973,urn
EligibilityList::Childminder,2600999,urn
EligibilityList::Childminder,2573822,urn
EligibilityList::Childminder,495312,urn
EligibilityList::Childminder,EY349028,urn
EligibilityList::Childminder,137948,urn
EligibilityList::Childminder,EY448980,urn
EligibilityList::Childminder,EY430644,urn
EligibilityList::Childminder,EY426448,urn
EligibilityList::Childminder,2585241,urn
EligibilityList::Childminder,EY485668,urn
EligibilityList::Childminder,EY404475,urn
EligibilityList::Childminder,EY448181,urn
EligibilityList::Childminder,315730,urn
EligibilityList::Childminder,2642158,urn
EligibilityList::Childminder,EY365825,urn
EligibilityList::Childminder,2564349,urn
EligibilityList::Childminder,EY538678,urn
EligibilityList::Childminder,2536391,urn
EligibilityList::Childminder,2646671,urn
EligibilityList::Childminder,EY421765,urn
EligibilityList::Childminder,EY487959,urn
EligibilityList::Childminder,300590,urn
EligibilityList::Childminder,109708,urn
EligibilityList::Childminder,EY495252,urn
EligibilityList::Childminder,EY432151,urn
EligibilityList::Childminder,EY359570,urn
EligibilityList::Childminder,EY372903,urn
EligibilityList::Childminder,EY262759,urn
EligibilityList::Childminder,2758752,urn
EligibilityList::Childminder,EY487290,urn
EligibilityList::Childminder,EY378497,urn
EligibilityList::Childminder,506587,urn
EligibilityList::Childminder,2694812,urn
EligibilityList::Childminder,504717,urn
EligibilityList::Childminder,500344,urn
EligibilityList::Childminder,EY495492,urn
EligibilityList::Childminder,EY459342,urn
EligibilityList::Childminder,EY294536,urn
EligibilityList::Childminder,2711733,urn
EligibilityList::Childminder,EY536178,urn
EligibilityList::Childminder,EY305106,urn
EligibilityList::Childminder,EY557219,urn
EligibilityList::Childminder,EY428013,urn
EligibilityList::Childminder,EY429345,urn
EligibilityList::Childminder,EY428986,urn
EligibilityList::Childminder,111308,urn
EligibilityList::Childminder,EY442273,urn
EligibilityList::Childminder,EY461280,urn
EligibilityList::Childminder,2599840,urn
EligibilityList::Childminder,2680693,urn
EligibilityList::Childminder,EY434666,urn
EligibilityList::Childminder,EY289516,urn
EligibilityList::Childminder,EY500021,urn
EligibilityList::Childminder,EY404945,urn
EligibilityList::Childminder,EY256543,urn
EligibilityList::Childminder,EY442144,urn
EligibilityList::Childminder,148289,urn
EligibilityList::Childminder,2664877,urn
EligibilityList::Childminder,EY244072,urn
EligibilityList::Childminder,EY367931,urn
EligibilityList::Childminder,EY443174,urn
EligibilityList::Childminder,256551,urn
EligibilityList::Childminder,EY390128,urn
EligibilityList::Childminder,2585385,urn
EligibilityList::Childminder,EY252135,urn
EligibilityList::Childminder,EY464350,urn
EligibilityList::Childminder,EY319856,urn
EligibilityList::Childminder,141022,urn
EligibilityList::Childminder,EY368357,urn
EligibilityList::Childminder,2695880,urn
EligibilityList::Childminder,2577742,urn
EligibilityList::Childminder,EY457694,urn
EligibilityList::Childminder,EY499168,urn
EligibilityList::Childminder,EY280530,urn
EligibilityList::Childminder,EY551675,urn
EligibilityList::Childminder,2511353,urn
EligibilityList::Childminder,EY547029,urn
EligibilityList::Childminder,EY558856,urn
EligibilityList::Childminder,EY481980,urn
EligibilityList::Childminder,EY232046,urn
EligibilityList::Childminder,EY448899,urn
EligibilityList::Childminder,2760174,urn
EligibilityList::Childminder,320076,urn
EligibilityList::Childminder,2756457,urn
EligibilityList::Childminder,EY559339,urn
EligibilityList::Childminder,EY537886,urn
EligibilityList::Childminder,103627,urn
EligibilityList::Childminder,EY539192,urn
EligibilityList::Childminder,209830,urn
EligibilityList::Childminder,507347,urn
EligibilityList::Childminder,EY493545,urn
EligibilityList::Childminder,EY320565,urn
EligibilityList::Childminder,2624462,urn
EligibilityList::Childminder,2528918,urn
EligibilityList::Childminder,EY439826,urn
EligibilityList::Childminder,EY336773,urn
EligibilityList::Childminder,EY337551,urn
EligibilityList::Childminder,EY411880,urn
EligibilityList::Childminder,2569244,urn
EligibilityList::Childminder,EY440270,urn
EligibilityList::Childminder,EY499297,urn
EligibilityList::Childminder,2597097,urn
EligibilityList::Childminder,2600062,urn
EligibilityList::Childminder,EY291242,urn
EligibilityList::Childminder,EY397662,urn
EligibilityList::Childminder,EY451031,urn
EligibilityList::Childminder,2643717,urn
EligibilityList::Childminder,EY405387,urn
EligibilityList::Childminder,2664491,urn
EligibilityList::Childminder,260168,urn
EligibilityList::Childminder,313460,urn
EligibilityList::Childminder,EY422802,urn
EligibilityList::Childminder,2598572,urn
EligibilityList::Childminder,EY336903,urn
EligibilityList::Childminder,2760547,urn
EligibilityList::Childminder,313572,urn
EligibilityList::Childminder,507037,urn
EligibilityList::Childminder,EY551028,urn
EligibilityList::Childminder,EY483147,urn
EligibilityList::Childminder,EY296329,urn
EligibilityList::Childminder,2505785,urn
EligibilityList::Childminder,EY421783,urn
EligibilityList::Childminder,EY414277,urn
EligibilityList::Childminder,EY261438,urn
EligibilityList::Childminder,EY337412,urn
EligibilityList::Childminder,EY498728,urn
EligibilityList::Childminder,EY497789,urn
EligibilityList::Childminder,EY429049,urn
EligibilityList::Childminder,223376,urn
EligibilityList::Childminder,155266,urn
EligibilityList::Childminder,EY298951,urn
EligibilityList::Childminder,402761,urn
EligibilityList::Childminder,EY418611,urn
EligibilityList::Childminder,2686245,urn
EligibilityList::Childminder,2759414,urn
EligibilityList::Childminder,2752971,urn
EligibilityList::Childminder,2648541,urn
EligibilityList::Childminder,EY273796,urn
EligibilityList::Childminder,133376,urn
EligibilityList::Childminder,EY315537,urn
EligibilityList::Childminder,EY424433,urn
EligibilityList::Childminder,EY448222,urn
EligibilityList::Childminder,2501013,urn
EligibilityList::Childminder,EY225719,urn
EligibilityList::Childminder,314537,urn
EligibilityList::Childminder,EY267045,urn
EligibilityList::Childminder,2604352,urn
EligibilityList::Childminder,EY394250,urn
EligibilityList::Childminder,EY372290,urn
EligibilityList::Childminder,312485,urn
EligibilityList::Childminder,EY495299,urn
EligibilityList::Childminder,226610,urn
EligibilityList::Childminder,EY418651,urn
EligibilityList::Childminder,2636434,urn
EligibilityList::Childminder,EY432402,urn
EligibilityList::Childminder,EY480908,urn
EligibilityList::Childminder,220342,urn
EligibilityList::Childminder,EY335129,urn
EligibilityList::Childminder,EY468119,urn
EligibilityList::Childminder,EY357105,urn
EligibilityList::Childminder,2779913,urn
EligibilityList::Childminder,2700327,urn
EligibilityList::Childminder,125649,urn
EligibilityList::Childminder,EY289471,urn
EligibilityList::Childminder,100833,urn
EligibilityList::Childminder,EY457674,urn
EligibilityList::Childminder,EY435694,urn
EligibilityList::Childminder,EY222447,urn
EligibilityList::Childminder,105509,urn
EligibilityList::Childminder,EY500928,urn
EligibilityList::Childminder,2587124,urn
EligibilityList::Childminder,225869,urn
EligibilityList::Childminder,EY498514,urn
EligibilityList::Childminder,EY431506,urn
EligibilityList::Childminder,2653956,urn
EligibilityList::Childminder,133832,urn
EligibilityList::Childminder,2652871,urn
EligibilityList::Childminder,312738,urn
EligibilityList::Childminder,EY316544,urn
EligibilityList::Childminder,EY398968,urn
EligibilityList::Childminder,2633279,urn
EligibilityList::Childminder,EY449544,urn
EligibilityList::Childminder,EY394434,urn
EligibilityList::Childminder,EY399680,urn
EligibilityList::Childminder,EY447550,urn
EligibilityList::Childminder,EY465657,urn
EligibilityList::Childminder,EY465384,urn
EligibilityList::Childminder,EY492242,urn
EligibilityList::Childminder,EY500060,urn
EligibilityList::Childminder,135633,urn
EligibilityList::Childminder,EY480505,urn
EligibilityList::Childminder,EY484961,urn
EligibilityList::Childminder,EY476203,urn
EligibilityList::Childminder,107403,urn
EligibilityList::Childminder,EY542948,urn
EligibilityList::Childminder,EY360662,urn
EligibilityList::Childminder,315618,urn
EligibilityList::Childminder,EY455441,urn
EligibilityList::Childminder,EY348411,urn
EligibilityList::Childminder,EY274381,urn
EligibilityList::Childminder,2780938,urn
EligibilityList::Childminder,2757078,urn
EligibilityList::Childminder,2741582,urn
EligibilityList::Childminder,EY492934,urn
EligibilityList::Childminder,308040,urn
EligibilityList::Childminder,506630,urn
EligibilityList::Childminder,EY410040,urn
EligibilityList::Childminder,EY284154,urn
EligibilityList::Childminder,311702,urn
EligibilityList::Childminder,EY461057,urn
EligibilityList::Childminder,EY446020,urn
EligibilityList::Childminder,EY248621,urn
EligibilityList::Childminder,EY378685,urn
EligibilityList::Childminder,EY462426,urn
EligibilityList::Childminder,EY407662,urn
EligibilityList::Childminder,EY451372,urn
EligibilityList::Childminder,2607316,urn
EligibilityList::Childminder,EY305174,urn
EligibilityList::Childminder,EY422256,urn
EligibilityList::Childminder,304384,urn
EligibilityList::Childminder,EY501497,urn
EligibilityList::Childminder,143242,urn
EligibilityList::Childminder,EY288682,urn
EligibilityList::Childminder,EY216929,urn
EligibilityList::Childminder,EY309218,urn
EligibilityList::Childminder,133367,urn
EligibilityList::Childminder,EY539131,urn
EligibilityList::Childminder,2757396,urn
EligibilityList::Childminder,EY100398,urn
EligibilityList::Childminder,317796,urn
EligibilityList::Childminder,EY404314,urn
EligibilityList::Childminder,EY420968,urn
EligibilityList::Childminder,EY336766,urn
EligibilityList::Childminder,EY464429,urn
EligibilityList::Childminder,EY454965,urn
EligibilityList::Childminder,2609323,urn
EligibilityList::Childminder,111599,urn
EligibilityList::Childminder,302753,urn
EligibilityList::Childminder,EY464170,urn
EligibilityList::Childminder,EY553743,urn
EligibilityList::Childminder,2704114,urn
EligibilityList::Childminder,208731,urn
EligibilityList::Childminder,2607117,urn
EligibilityList::Childminder,EY437691,urn
EligibilityList::Childminder,EY294652,urn
EligibilityList::Childminder,302609,urn
EligibilityList::Childminder,2675864,urn
EligibilityList::Childminder,EY455672,urn
EligibilityList::Childminder,2626622,urn
EligibilityList::Childminder,EY476139,urn
EligibilityList::Childminder,EY271520,urn
EligibilityList::Childminder,EY432283,urn
EligibilityList::Childminder,150000,urn
EligibilityList::Childminder,EY363165,urn
EligibilityList::Childminder,EY478870,urn
EligibilityList::Childminder,2637116,urn
EligibilityList::Childminder,EY495996,urn
EligibilityList::Childminder,210174,urn
EligibilityList::Childminder,208463,urn
EligibilityList::Childminder,402656,urn
EligibilityList::Childminder,EY462542,urn
EligibilityList::Childminder,EY361651,urn
EligibilityList::Childminder,202161,urn
EligibilityList::Childminder,EY370858,urn
EligibilityList::Childminder,EY434177,urn
EligibilityList::Childminder,EY545348,urn
EligibilityList::Childminder,EY419350,urn
EligibilityList::Childminder,EY477335,urn
EligibilityList::Childminder,EY492227,urn
EligibilityList::Childminder,2635926,urn
EligibilityList::Childminder,EY441675,urn
EligibilityList::Childminder,EY480643,urn
EligibilityList::Childminder,EY470216,urn
EligibilityList::Childminder,EY485684,urn
EligibilityList::Childminder,EY331767,urn
EligibilityList::Childminder,EY442500,urn
EligibilityList::Childminder,507126,urn
EligibilityList::Childminder,EY488888,urn
EligibilityList::Childminder,EY490381,urn
EligibilityList::Childminder,EY359188,urn
EligibilityList::Childminder,2703110,urn
EligibilityList::Childminder,EY393124,urn
EligibilityList::Childminder,EY438739,urn
EligibilityList::Childminder,EY489575,urn
EligibilityList::Childminder,2654291,urn
EligibilityList::Childminder,EY498952,urn
EligibilityList::Childminder,EY413388,urn
EligibilityList::Childminder,EY450343,urn
EligibilityList::Childminder,EY462943,urn
EligibilityList::Childminder,222015,urn
EligibilityList::Childminder,EY386752,urn
EligibilityList::Childminder,EY386012,urn
EligibilityList::Childminder,EY500410,urn
EligibilityList::Childminder,EY449613,urn
EligibilityList::Childminder,EY540763,urn
EligibilityList::Childminder,EY541470,urn
EligibilityList::Childminder,EY276119,urn
EligibilityList::Childminder,EY417121,urn
EligibilityList::Childminder,116119,urn
EligibilityList::Childminder,EY357323,urn
EligibilityList::Childminder,2696548,urn
EligibilityList::Childminder,EY542590,urn
EligibilityList::Childminder,EY440742,urn
EligibilityList::Childminder,2629923,urn
EligibilityList::Childminder,2605809,urn
EligibilityList::Childminder,EY272080,urn
EligibilityList::Childminder,EY487901,urn
EligibilityList::Childminder,EY336135,urn
EligibilityList::Childminder,2681960,urn
EligibilityList::Childminder,201725,urn
EligibilityList::Childminder,EY445142,urn
EligibilityList::Childminder,2741675,urn
EligibilityList::Childminder,117015,urn
EligibilityList::Childminder,2572010,urn
EligibilityList::Childminder,EY425187,urn
EligibilityList::Childminder,EY308741,urn
EligibilityList::Childminder,EY558522,urn
EligibilityList::Childminder,EY232616,urn
EligibilityList::Childminder,2709059,urn
EligibilityList::Childminder,308952,urn
EligibilityList::Childminder,2647533,urn
EligibilityList::Childminder,EY386644,urn
EligibilityList::Childminder,104874,urn
EligibilityList::Childminder,EY496671,urn
EligibilityList::Childminder,EY287356,urn
EligibilityList::Childminder,321887,urn
EligibilityList::Childminder,2758928,urn
EligibilityList::Childminder,EY543664,urn
EligibilityList::Childminder,EY339791,urn
EligibilityList::Childminder,119194,urn
EligibilityList::Childminder,EY468578,urn
EligibilityList::Childminder,EY540897,urn
EligibilityList::Childminder,136245,urn
EligibilityList::Childminder,115831,urn
EligibilityList::Childminder,EY222164,urn
EligibilityList::Childminder,EY371636,urn
EligibilityList::Childminder,403138,urn
EligibilityList::Childminder,EY487339,urn
EligibilityList::Childminder,EY269560,urn
EligibilityList::Childminder,EY476590,urn
EligibilityList::Childminder,EY398969,urn
EligibilityList::Childminder,EY444505,urn
EligibilityList::Childminder,EY494210,urn
EligibilityList::Childminder,506231,urn
EligibilityList::Childminder,EY100364,urn
EligibilityList::Childminder,EY468235,urn
EligibilityList::Childminder,2651054,urn
EligibilityList::Childminder,EY495114,urn
EligibilityList::Childminder,EY450639,urn
EligibilityList::Childminder,EY434731,urn
EligibilityList::Childminder,321311,urn
EligibilityList::Childminder,EY499980,urn
EligibilityList::Childminder,EY495507,urn
EligibilityList::Childminder,EY498827,urn
EligibilityList::Childminder,EY225265,urn
EligibilityList::Childminder,EY367855,urn
EligibilityList::Childminder,2770421,urn
EligibilityList::Childminder,2675728,urn
EligibilityList::Childminder,EY474613,urn
EligibilityList::Childminder,EY491759,urn
EligibilityList::Childminder,2649370,urn
EligibilityList::Childminder,EY553135,urn
EligibilityList::Childminder,EY427118,urn
EligibilityList::Childminder,2587877,urn
EligibilityList::Childminder,2759143,urn
EligibilityList::Childminder,EY306871,urn
EligibilityList::Childminder,128166,urn
EligibilityList::Childminder,EY289090,urn
EligibilityList::Childminder,EY319711,urn
EligibilityList::Childminder,2649703,urn
EligibilityList::Childminder,EY295459,urn
EligibilityList::Childminder,EY486694,urn
EligibilityList::Childminder,EY474414,urn
EligibilityList::Childminder,323034,urn
EligibilityList::Childminder,EY468806,urn
EligibilityList::Childminder,2627049,urn
EligibilityList::Childminder,160823,urn
EligibilityList::Childminder,EY392444,urn
EligibilityList::Childminder,129458,urn
EligibilityList::Childminder,EY493414,urn
EligibilityList::Childminder,EY370720,urn
EligibilityList::Childminder,EY402757,urn
EligibilityList::Childminder,EY266069,urn
EligibilityList::Childminder,227602,urn
EligibilityList::Childminder,560173,urn
EligibilityList::Childminder,2596849,urn
EligibilityList::Childminder,250766,urn
EligibilityList::Childminder,2684548,urn
EligibilityList::Childminder,EY486900,urn
EligibilityList::Childminder,EY482689,urn
EligibilityList::Childminder,EY442662,urn
EligibilityList::Childminder,EY490475,urn
EligibilityList::Childminder,257025,urn
EligibilityList::Childminder,EY345222,urn
EligibilityList::Childminder,EY449472,urn
EligibilityList::Childminder,EY498727,urn
EligibilityList::Childminder,EY218629,urn
EligibilityList::Childminder,EY546299,urn
EligibilityList::Childminder,EY439160,urn
EligibilityList::Childminder,EY501415,urn
EligibilityList::Childminder,EY100042,urn
EligibilityList::Childminder,EY280486,urn
EligibilityList::Childminder,EY458023,urn
EligibilityList::Childminder,EY487555,urn
EligibilityList::Childminder,EY537430,urn
EligibilityList::Childminder,2537729,urn
EligibilityList::Childminder,2538005,urn
EligibilityList::Childminder,2540398,urn
EligibilityList::Childminder,EY396639,urn
EligibilityList::Childminder,2756927,urn
EligibilityList::Childminder,2680854,urn
EligibilityList::Childminder,2683902,urn
EligibilityList::Childminder,EY310510,urn
EligibilityList::Childminder,EY418293,urn
EligibilityList::Childminder,2533366,urn
EligibilityList::Childminder,EY418902,urn
EligibilityList::Childminder,EY430560,urn
EligibilityList::Childminder,2757226,urn
EligibilityList::Childminder,EY417983,urn
EligibilityList::Childminder,EY350162,urn
EligibilityList::Childminder,EY542952,urn
EligibilityList::Childminder,EY500771,urn
EligibilityList::Childminder,EY538772,urn
EligibilityList::Childminder,EY340288,urn
EligibilityList::Childminder,EY453133,urn
EligibilityList::Childminder,EY540898,urn
EligibilityList::Childminder,2756932,urn
EligibilityList::Childminder,312034,urn
EligibilityList::Childminder,EY540633,urn
EligibilityList::Childminder,2614156,urn
EligibilityList::Childminder,EY460989,urn
EligibilityList::Childminder,2536021,urn
EligibilityList::Childminder,EY488369,urn
EligibilityList::Childminder,EY281225,urn
EligibilityList::Childminder,EY501830,urn
EligibilityList::Childminder,2676211,urn
EligibilityList::Childminder,EY537533,urn
EligibilityList::Childminder,321834,urn
EligibilityList::Childminder,255952,urn
EligibilityList::Childminder,311945,urn
EligibilityList::Childminder,EY305623,urn
EligibilityList::Childminder,2688964,urn
EligibilityList::Childminder,EY541606,urn
EligibilityList::Childminder,2757355,urn
EligibilityList::Childminder,EY397608,urn
EligibilityList::Childminder,EY384703,urn
EligibilityList::Childminder,EY447525,urn
EligibilityList::Childminder,EY497521,urn
EligibilityList::Childminder,EY499729,urn
EligibilityList::Childminder,EY303859,urn
EligibilityList::Childminder,EY489982,urn
EligibilityList::Childminder,317816,urn
EligibilityList::Childminder,2642834,urn
EligibilityList::Childminder,EY499338,urn
EligibilityList::Childminder,EY395131,urn
EligibilityList::Childminder,2757887,urn
EligibilityList::Childminder,EY245483,urn
EligibilityList::Childminder,148583,urn
EligibilityList::Childminder,EY373299,urn
EligibilityList::Childminder,2760965,urn
EligibilityList::Childminder,EY445077,urn
EligibilityList::Childminder,EY250707,urn
EligibilityList::Childminder,EY399903,urn
EligibilityList::Childminder,EY350765,urn
EligibilityList::Childminder,EY540926,urn
EligibilityList::Childminder,209545,urn
EligibilityList::Childminder,EY246066,urn
EligibilityList::Childminder,EY469739,urn
EligibilityList::Childminder,503055,urn
EligibilityList::Childminder,2755207,urn
EligibilityList::Childminder,EY283009,urn
EligibilityList::Childminder,EY438033,urn
EligibilityList::Childminder,2750503,urn
EligibilityList::Childminder,EY547794,urn
EligibilityList::Childminder,EY459669,urn
EligibilityList::Childminder,EY428959,urn
EligibilityList::Childminder,EY226043,urn
EligibilityList::Childminder,2663990,urn
EligibilityList::Childminder,EY417470,urn
EligibilityList::Childminder,2630442,urn
EligibilityList::Childminder,120474,urn
EligibilityList::Childminder,EY543269,urn
EligibilityList::Childminder,EY444837,urn
EligibilityList::Childminder,EY537454,urn
EligibilityList::Childminder,EY444998,urn
EligibilityList::Childminder,2565027,urn
EligibilityList::Childminder,EY254443,urn
EligibilityList::Childminder,EY453376,urn
EligibilityList::Childminder,317135,urn
EligibilityList::Childminder,EY366043,urn
EligibilityList::Childminder,EY415780,urn
EligibilityList::Childminder,EY538999,urn
EligibilityList::Childminder,2757362,urn
EligibilityList::Childminder,2767989,urn
EligibilityList::Childminder,2593481,urn
EligibilityList::Childminder,EY284362,urn
EligibilityList::Childminder,313739,urn
EligibilityList::Childminder,304322,urn
EligibilityList::Childminder,EY379076,urn
EligibilityList::Childminder,EY367400,urn
EligibilityList::Childminder,2657922,urn
EligibilityList::Childminder,EY379842,urn
EligibilityList::Childminder,EY479715,urn
EligibilityList::Childminder,EY432722,urn
EligibilityList::Childminder,EY415186,urn
EligibilityList::Childminder,EY254589,urn
EligibilityList::Childminder,EY449503,urn
EligibilityList::Childminder,2640343,urn
EligibilityList::Childminder,EY349150,urn
EligibilityList::Childminder,EY492278,urn
EligibilityList::Childminder,EY493694,urn
EligibilityList::Childminder,2604170,urn
EligibilityList::Childminder,EY423689,urn
EligibilityList::Childminder,EY292540,urn
EligibilityList::Childminder,250368,urn
EligibilityList::Childminder,EY490115,urn
EligibilityList::Childminder,EY462031,urn
EligibilityList::Childminder,EY489771,urn
EligibilityList::Childminder,2581529,urn
EligibilityList::Childminder,2653032,urn
EligibilityList::Childminder,EY409037,urn
EligibilityList::Childminder,EY501091,urn
EligibilityList::Childminder,304750,urn
EligibilityList::Childminder,EY412978,urn
EligibilityList::Childminder,EY546206,urn
EligibilityList::Childminder,EY491534,urn
EligibilityList::Childminder,EY496058,urn
EligibilityList::Childminder,EY103750,urn
EligibilityList::Childminder,2654809,urn
EligibilityList::Childminder,EY498511,urn
EligibilityList::Childminder,EY447782,urn
EligibilityList::Childminder,2671485,urn
EligibilityList::Childminder,252859,urn
EligibilityList::Childminder,EY479275,urn
EligibilityList::Childminder,148420,urn
EligibilityList::Childminder,EY467038,urn
EligibilityList::Childminder,EY260053,urn
EligibilityList::Childminder,EY359105,urn
EligibilityList::Childminder,302964,urn
EligibilityList::Childminder,111994,urn
EligibilityList::Childminder,EY430272,urn
EligibilityList::Childminder,EY244734,urn
EligibilityList::Childminder,EY423934,urn
EligibilityList::Childminder,EY494527,urn
EligibilityList::Childminder,EY453932,urn
EligibilityList::Childminder,319519,urn
EligibilityList::Childminder,EY448361,urn
EligibilityList::Childminder,321894,urn
EligibilityList::Childminder,104330,urn
EligibilityList::Childminder,307369,urn
EligibilityList::Childminder,222119,urn
EligibilityList::Childminder,EY461021,urn
EligibilityList::Childminder,EY276430,urn
EligibilityList::Childminder,2583567,urn
EligibilityList::Childminder,2644483,urn
EligibilityList::Childminder,EY312061,urn
EligibilityList::Childminder,2698330,urn
EligibilityList::Childminder,EY289792,urn
EligibilityList::Childminder,308082,urn
EligibilityList::Childminder,EY554206,urn
EligibilityList::Childminder,EY486407,urn
EligibilityList::Childminder,EY378718,urn
EligibilityList::Childminder,EY379847,urn
EligibilityList::Childminder,EY488377,urn
EligibilityList::Childminder,319824,urn
EligibilityList::Childminder,EY384761,urn
EligibilityList::Childminder,2629385,urn
EligibilityList::Childminder,EY501390,urn
EligibilityList::Childminder,2600364,urn
EligibilityList::Childminder,2698333,urn
EligibilityList::Childminder,2605639,urn
EligibilityList::Childminder,105347,urn
EligibilityList::Childminder,131295,urn
EligibilityList::Childminder,EY431791,urn
EligibilityList::Childminder,EY417982,urn
EligibilityList::Childminder,2808059,urn
EligibilityList::Childminder,EY491900,urn
EligibilityList::Childminder,EY249288,urn
EligibilityList::Childminder,118885,urn
EligibilityList::Childminder,2611909,urn
EligibilityList::Childminder,EY490259,urn
EligibilityList::Childminder,2610937,urn
EligibilityList::Childminder,EY265655,urn
EligibilityList::Childminder,EY256516,urn
EligibilityList::Childminder,2580617,urn
EligibilityList::Childminder,121484,urn
EligibilityList::Childminder,EY461146,urn
EligibilityList::Childminder,EY390991,urn
EligibilityList::Childminder,EY421138,urn
EligibilityList::Childminder,EY357172,urn
EligibilityList::Childminder,EY478828,urn
EligibilityList::Childminder,125567,urn
EligibilityList::Childminder,EY367084,urn
EligibilityList::Childminder,EY543684,urn
EligibilityList::Childminder,2773486,urn
EligibilityList::Childminder,EY393103,urn
EligibilityList::Childminder,137142,urn
EligibilityList::Childminder,2586812,urn
EligibilityList::Childminder,EY250310,urn
EligibilityList::Childminder,EY265646,urn
EligibilityList::Childminder,EY414357,urn
EligibilityList::Childminder,EY430284,urn
EligibilityList::Childminder,2598995,urn
EligibilityList::Childminder,2617859,urn
EligibilityList::Childminder,2617435,urn
EligibilityList::Childminder,2608709,urn
EligibilityList::Childminder,EY262160,urn
EligibilityList::Childminder,EY552164,urn
EligibilityList::Childminder,EY442549,urn
EligibilityList::Childminder,2592599,urn
EligibilityList::Childminder,EY315994,urn
EligibilityList::Childminder,107730,urn
EligibilityList::Childminder,2641137,urn
EligibilityList::Childminder,EY455223,urn
EligibilityList::Childminder,EY437726,urn
EligibilityList::Childminder,EY464527,urn
EligibilityList::Childminder,EY346781,urn
EligibilityList::Childminder,EY277615,urn
EligibilityList::Childminder,EY493225,urn
EligibilityList::Childminder,EY469192,urn
EligibilityList::Childminder,2603441,urn
EligibilityList::Childminder,EY392776,urn
EligibilityList::Childminder,EY356524,urn
EligibilityList::Childminder,2591587,urn
EligibilityList::Childminder,2621792,urn
EligibilityList::Childminder,EY483839,urn
EligibilityList::Childminder,EY227558,urn
EligibilityList::Childminder,EY545390,urn
EligibilityList::Childminder,EY266435,urn
EligibilityList::Childminder,EY357681,urn
EligibilityList::Childminder,EY495397,urn
EligibilityList::Childminder,EY499284,urn
EligibilityList::Childminder,EY427706,urn
EligibilityList::Childminder,EY433271,urn
EligibilityList::Childminder,EY287372,urn
EligibilityList::Childminder,EY224536,urn
EligibilityList::Childminder,2595997,urn
EligibilityList::Childminder,EY312027,urn
EligibilityList::Childminder,EY442454,urn
EligibilityList::Childminder,EY486748,urn
EligibilityList::Childminder,2625524,urn
EligibilityList::Childminder,161919,urn
EligibilityList::Childminder,EY100634,urn
EligibilityList::Childminder,100280,urn
EligibilityList::Childminder,EY440382,urn
EligibilityList::Childminder,2684327,urn
EligibilityList::Childminder,148489,urn
EligibilityList::Childminder,EY439908,urn
EligibilityList::Childminder,150031,urn
EligibilityList::Childminder,EY456766,urn
EligibilityList::Childminder,EY493166,urn
EligibilityList::Childminder,EY498937,urn
EligibilityList::Childminder,EY422858,urn
EligibilityList::Childminder,2611605,urn
EligibilityList::Childminder,EY241568,urn
EligibilityList::Childminder,EY447713,urn
EligibilityList::Childminder,EY545564,urn
EligibilityList::Childminder,EY448803,urn
EligibilityList::Childminder,125488,urn
EligibilityList::Childminder,EY285366,urn
EligibilityList::Childminder,EY239703,urn
EligibilityList::Childminder,308217,urn
EligibilityList::Childminder,2603255,urn
EligibilityList::Childminder,EY262918,urn
EligibilityList::Childminder,EY490591,urn
EligibilityList::Childminder,EY472687,urn
EligibilityList::Childminder,EY356034,urn
EligibilityList::Childminder,405457,urn
EligibilityList::Childminder,EY472900,urn
EligibilityList::Childminder,147758,urn
